sentence_id	sentence	variant	sentence_domain	source	up_votes	down_votes	status
868b12931e24e57b62304217d45b496381f80381458db7b6c11b4b49bc4f5618	Бирдал меđутим тврди да се његова странка одувијек супротставља насиљу.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
87aa91b4907d65ecdb831fba8319e13c20848162fa970cea4098fcfa381b1d96	Планина нуди одличан поглед на околну долину.		nature_environment	LLM generated, Human reviewed	0	0	pending
87acdb1a114f4e41449980c0652905bda373cbd00ca4c8cae4cac37a44ac303c	Киша је такође требало да симболизује прочисћење.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	2	rejected
885b6f084b35b3122bdd70a73dd1349e99c39632693955751e7323c39e371f5b	Колико си висок?		language_fundamentals	Self Citation	1	0	pending
8b3e313fc1e8c7962c1f6f1cfe0ffb98ca2660261005f2423c45224454ab2cb1	џ с ђ џе се ђе			мој цитат	1	2	rejected
8bebc2cf33af1abe07a6fefa28c43faae51ae58b1faf3c59347337c257a3ef02	На роđенданским забавама и омладинским прославама се најчешће напијемо.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
8c22ccc4f9aca289c77def09dc28de6cfd9e3ccc35c2498556cb3e96cefd53be	Колико то кошта?		language_fundamentals	Self Citation	1	0	pending
8c6cda897ae3788a04cbdaf60db3092816562a1e23542d98c189268e5c9a77dd	Шта мислите о Фермијевом парадоксу?		nature_environment,technology_robotics	Self citation	1	0	pending
8e0ad71aaefe4ff47c499a74150961aeec2222678d47449c652886c70c697e5b	Колико природних сателита има планета Земља?		nature_environment,technology_robotics	Self citation	0	0	pending
8fabb8d6cee035c9178c26d45302b25de9b75afb1c7755b3a3bbe8409856dec1	Шпанска фирма је побиједила на меđународном тендеру за овај пројекат.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
903606db48684fe9fc23e4344d6bdc7b1efc221545e07072882038fa197d68d4	Да ли умеш да певаш?		language_fundamentals	Self Citation	0	0	pending
93aa7782d67e84c399a71012aa0483cf43fcda92bfd9e33c8a1d3e15b27496be	Остећена су два возила мировњака.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	2	rejected
93c9befae629195769cb4cd91cc882ed1ebdff1d0c0cb0a05554be9487bc6719	Како се рачуна површина круга?		technology_robotics	Self citation	0	0	pending
94bf8499aed1e164c6322cd0c1095d0757d1b23436ef21588306531331ae0acb	Природа нам пружа чист ваздух и воду.		nature_environment	LLM generated, Human reviewed	0	0	pending
956262513b75cc17289be73beb90ce8751b9c9bd17c8c07cef928c30e199116c	Милица је најбоље урадили контролни из географије.		general	Self citation	0	0	pending
96cc0554903bcb73c4271c5fecd2baf25fbb922402e37372e30dc08f9f6c5323	Данас је сунчан и ведар дан.		language_fundamentals	Self Citation	1	0	pending
9993d2fade5774b701df36e5628a983bbdc9469621297d5c142f5b7cc3b6a84f	Планине су дом за многе ретке биљке и животиње.		nature_environment	LLM generated, Human reviewed	0	0	pending
9b05ddcd8c8b43ee184b33ce9e9bb5b4bf462c6b9233da285e0a444bf8e05a91	Природа нам пружа неопходне ресурсе за живот.		nature_environment	LLM generated, Human reviewed	0	0	pending
9b0d493ca3b78cc8d01f733ae7a4dfc670441b245332f05072a4e137faac4da9	Никола Тесла је проучавао наизменичну струју.		technology_robotics	Self citation	0	0	pending
9c5d4737eeafbcf73bd832084ca836cd2df6ec890f011d3f299093b0fe273d16	Ко прави најбоље свемирске ракете?		nature_environment,technology_robotics	Self citation	1	0	pending
a2beb84606317d007eb69dfffe344d23ce4dd8d08eb17f36ccf17392023de78c	Телескопи нам омогућавају да посматрамо далеке галаксије.		nature_environment	LLM generated, Human reviewed	1	0	pending
a535c750b3487c926bdb87fda5188c7c51d4c8f266e99b1e295c3bccd0689cb5	Који је данас дан?		language_fundamentals	Basic Serbian: What is the day today?	0	0	pending
a6456de1d9a8aa55d78a516132b15af3f29f0db2d1ad7c03125f87f13da47056	Која је твоја омиљена песма?		language_fundamentals,media_entertainment	Self Citation	1	0	pending
a89bd309dec11742b0dd2b816a26cc46a8866da800ab83b2728c805f329cd8b9	Планета Земља има огромне океане.		nature_environment	LLM generated, Human reviewed	1	0	pending
ab1c26708f70c271a005edeb45649df69ef84624a4f274e8c35fdb3b84145e53	Лјуди су убијени, куће спаљене.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
acdda6733e998c97950a75961cbdb912b5347c8578cc28f8b021ed3fd9cd3a51	Вулкан избацује лаву током ерупције.		nature_environment	LLM generated, Human reviewed	1	0	pending
acf5703b495fab7898fc3a5d24139c7f50c1e00cf1ce26306ac5ddb335a274ab	Колико слова има азбука?		language_fundamentals	Self Citation	1	0	pending
addbdb78fba3cc507509217074f4a89fe058ab84dd2ebcde522bc29083acf949	слог аб и ба дају аба. Џаба је реч једна од ба аб.			мој цитат	1	2	rejected
b0690cb752aab0d06c3ad37a39cadf5c010f4ad8b4735b1e1dbfbd1be3561e28	штета шт те та ш т е 			мој цитат	1	2	rejected
b0ab2adec36b68530e0df9bd13ccf1f4b40c3c9042675b86fd97e94a54470742	Обје стране постављале су питања и одговарале на меđусобне приједлоге.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
b0b6e7728bcafd7fb4eb582b2df2c6a66efc860e544cc40d13e90d3424ede664	За многе меđутим научна фантастика и даље представља велики бијег.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
b15ae4b554c5bf7c3eea3ab8889b039b05a25534b6a514277923bc811cdc6680	Ја не волим ријелити емисије.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
b30e8acf10cc4032c566b0952e096e357fa15f3e7c4228c4d9af10c6b5d1adbe	Меđутим, власници расхладних објеката нису нимало промијенили своју позицију.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
b5ab5438ed8a5b66a4666ff624c9bc9c29d7e75b5b0f62ce108cc0babe17de3a	На планинама време може бити веома променљиво.		nature_environment	LLM generated, Human reviewed	0	0	pending
bc34cc03e5d9d0f9aca798af2bb597e87fe73f4b64a11ac69aedbfce40907a5d	Колики ти је рачун за струју?		technology_robotics	Self citation	1	0	pending
bce6784acab97336a0fd7fd0c73f3de1a0fc374b431b4c1164ff50cd86f270c4	Који је збир углова у троуглу?		nature_environment,technology_robotics	Self citation	1	0	pending
be42a3bb275300796ce4828ad2f57305050c7232dc3ec6cc82e0cb2145792200	Бокин шут са леве стране промашио је гол.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	2	rejected
bee27e57ec36b72fe8b04c71e8a1bc0f4cea3d02a8fad7dd467bc0d3d8e8d227	Турски нуачници састављају прву листу астрономског наслијеđа своје земље.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
befff5d2c15dad73a5a2b78b71f44ee333af6e3c58c9a5fc87a5394fa216ef22	Да зиђемо кули у темеља,			"""Serbian folk poem ""Zidanje skadra"""	1	2	rejected
c00680279e501e7bfb9bf45e64441e2ed918ea7ab52402397fd6b74984984670	Растављање речи на два слова иде овако, реч ре-еч.			мој цитат	1	2	rejected
c01ade246ccbcd6c6639f6d6ffe0e78707d2b6d954d18073beaaab5bff750fba	 бо, по, мо, фо			мој цитат	1	2	rejected
c035d0d5c37fca3fee116122b86b24db8c41707d1a76660a3abae2a2bb617382	Десети дан шн.			мој цитат	1	2	rejected
c080bd24bc2639e8ce5041c1d85448ad37360082a82367a73693b6629e2fcacf	Проповедајући да се не краде			мој цитат	1	0	pending
c09d63d6dcde4bfbc632436166997ca0a2fbbfa328f21e3c16953e10dc8d7fb9	рамајана			мој цитат	1	0	pending
c0a1b2f2bd5b5f5a04f3ee4f16a890f51f3e2f5bc0acc94ee6f44cb7c9458685	Да ниједан љуби не докаже,			"""Serbian folk poem ""Zidanje skadra"""	1	0	pending
c0bc254369d996e3e6fce4dca1eeaf57a6aa056ac0d840352ba044057e8c7342	кина			мој цитат	1	0	pending
c0d1a9afb1f661a7d7b967ffc579a394e9efd4426879f0b1d4932aea6769ccb0	Кад ће мене Јова доносити			"""Serbian folk poem ""Zidanje skadra"""	1	0	pending
c0f2a2a5f686cae350d3f600387f413a7200b08ca8752fa42b6574773628f8d1	И ка двору опет односити.			"""Serbian folk poem ""Zidanje skadra"""	1	0	pending
c10029ad7efe5e3489ca728b6364fa2bad38af9d56fcd31f997a00740adf4040	ту ду рече Тодор.			мој цитат	1	1	pending
c10f31fc7a35258f57473a0414a84204231394bca2489fa35fcadc146186bafd	Нјих шест добровољно се предало.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	2	rejected
c11440c4e93ddc9287ad838980e1abe0858f9e064fd624f8f5c471570b0796bc	Планете се разликују по величини.		nature_environment	LLM generated, Human reviewed	0	0	pending
c16b2f751bf575fc738e04ef7d220ee45295a149840b4f96b36a6808f0f78316	Да ли вас је одлука изненадила?			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
c17c52594bd322b580a53c7949a58bf5ff4f40cf5a6c4aefa0e61b73d806a42c	Да ли се чујете са неком од њих?			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
c1cb6fe5d2bbfb26cdbb3e352a221e41cae0f124cb58f224fac3adfba06e1c6a	Љубичаста			Colors and numbers	1	1	pending
c1cb7050a250ef338b6035b869e5545c43081274620ef925a852b8bcc379d7ca	И Бирчанин с њим погину.			"""Serbian folk poem ""Otac"""	1	0	pending
c1fd76e03bc23a34e6415da75c7300d16b170b7c938f4c1d29690eebd96e6689	Кад се приближи вријеме затварања, цијене се спуштају.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0	pending
c216b3a3106a6dbe8b580d2324b3012e236a070bf833823fbc97df1102491475	Студија је објављена у децембру.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
c262a693e9f33d1a6f2dd104183e69a60e4e3233d3b663fb357ea714859056b8	Македонија донијела закон о лустрацији			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
c266e51a0ccc6201e7be413a41fdbf5a004c113ea81a1e8dfb087508a19e496b	У многим регионима кише су изазвале одроне.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
c27a32e3f41dc9da4877d25bf501d7b29c4cdf02d9eb362b4bed43322d4e412d	Прије сваког пријеноса мјере се температура, вјетар и влажност.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
c2856367f90b245ee2abe2a906558cbddc27a55d938da1100a4dca4238d2edc0	ма на ма нам ту туу ту 			мој цитат	1	1	pending
c32d10337532210d198914f73e743bc156c3e12ac34865a8313d6a74e8bb61e5	Меđутим, односи нису увијек били на тако високом нивоу.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
c3bd98f2dc6210d39501473f80f72fd63f2b519624405aa96c10457c67aaae4b	Упали свјетло. 		general	Self citation	1	0	pending
c3e9e375501556031cf268c850b9ae0ca190285ab961c46a05938a2b6c9abac6	Верски празници су славља једне групе грађана. ...			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
c41c5b07a8b7f694ac489b144e164c8940040be81e940a78cf1e0d346cb5b0a9	Више немамо неријешених политичких убистава и мучења.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
c474b7fffcc9baf0d54083c6e6d49dd86df3a26c00d4286370754d45bcdc2017	свод посред воде			мој цитат	1	0	pending
c48177fc81c1dc279de8b2f7565871c165e4eb93982c79f2a39e8e1be2ddcaa9	Нек живи овде.			ја	1	0	pending
c4e17689f4b971e85e82a221348e2999fc5106a29d17a193ec388128d0cdfd69	Балкан више не представља велику пријетњу по стабилност.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
c531e2bf976856c8464fe8ef6ad3b7a824726d077e6027641e992ea67301de90	Посебно се сећамо ...			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
c53ecc609f52892956abce90902f1927a07cb8686bb8efc595e1442834756f1d	Ми смо писали министру правде, предсједнику и премијеру.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0	pending
c59e4ea3c49a9e01c225f5e3f15e3ca8d1e24fd69aff961fcbc4a000f6d95de9	Међутим, неке друге приче привлаче далеко више пажње.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
c5a8a8554bfa08394459b044dc6348153c4cadf9d64cb8a4eab5ea16df97024d	Након тога је услиједио конгрес за избор новог лидера.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
c5abcd3f4088aa6924dab497c632471f0ed1efa8a4bf9a1424203346829e51d7	Датум сахране још увек није саопштен.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
c5bfa0056296d979410742a0e5566d55a5da5af9c8c69ad9d98cf5f626b4a079	О не, пашћеш!			ја	1	0	pending
c5ea081c6b834836a3f02452753f91be817a1c0ca38115779672448995655d91	Приштина је изразила забринутост везано за пресуду од сриједе.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
c64bd3fd15437b4074373a30aca97705524e196117cb8123e1c6e492222f9168	Турска се сматра тимом вриједним поштовања, али непредвидљивим.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
c64cd47993b012f0e4db5e91e7e57e90a9094e7454e5e3705bf41644e8a59e3e	Дојише га за годину дана,			"""Serbian folk poem ""Zidanje skadra"""	1	0	pending
c661f008b81c35268b6e1bd3acc9f4aaf231a42170ad82e9c0dd0bab13b41e1c	Те експлозије још увијек узрокују узбурканост у албанској политици.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
c6810ec33e1661b31ee05e30192f2f460aea29974f3dd2d036e457227c3a6dd6	Међутим, прошлост припада историчарима...			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
c6b2906fc05b269ef7a037c12400aeb3d8938245aade85145511cb3e4d57c497	Та лица би требала моћи повући пристанак у свако вријеме.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
c6d524178c86fa64f93f03a72d5518896e37b9ab93251c3ca972a0864b64347f	рече реч ече, вече, веће, мање ма ањ ње.			мој цитат	1	1	pending
c7174a0dd3631db447b267e90a74e4e88be28cf3f6de0d071919d55bf5386377	Цитата з посиланням або повною назвою твору.			common voice	1	1	pending
c74d091a27143b5b07fb1074074791fdc554e74fa3d19c36cc319bfffa085e2f	А обоје брата и сестрицу;			"""Serbian folk poem ""Zidanje skadra"""	1	0	pending
c7896f7bbf0b6feafb873014a0454d5560637ee3dad2c43a56643250c6247fd9	Упркос оптимистичком тону, меđутим, још увијек преостају темељне тачке спотицања.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
c7a8f7c85c4796144c3d4f3b7ebe4de5f9a2878991afe24d9743882e5b2d8012	Ето вила са планине виче,			"""Serbian folk poem ""Zidanje skadra"""	1	0	pending
c7ba337566dfe4c9d91780c82483d43fd40c779ee70d596909dc115957b87320	Српска јавност напокон има разлога за задовољство.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
c7e51c323149103a4ed7811170d16f8db4bdaf06a29aa2adbe0ed5d25d37e347	Када дође, да подоји дојке.			"""Serbian folk poem ""Zidanje skadra"""	1	0	pending
c80937800a61a1e79c38bbc31f12f720995199c08023f1f66247caaeee79d3ae	Затамни свјетло у радној соби.		general	Self citation	1	1	pending
c841e64b85ec90234beee97c841d8e793966e746f1d881933a4286bb3a45df36	Милица седи у првом реду.		general	Self citation	1	0	pending
c86a8bd0d8cea9b77b7ac69e92a60b68168e29bad16881b9eab502891ffb8724	Елтрејд је нова компанија у области трговине металом.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
c88db15af4200ac4e7d4678589a786b14a4bd5397ad68375f810c56f8ccd43fd	Рецесија поткопава економску слободу у свијету, каже се у извјештају			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
c8a016592c089dddc64b00339871965ac24fea85ea158987e75b37edc08dbf9a	Да ли постоје ванземаљци?		nature_environment,technology_robotics	Self citation	1	0	pending
c8a1fde90454c37c427395984ce256a8db907a104c7ee90941513afdfb13b5ec	Медицински тендери постоје, али лијекови никад не доđу до пацијената.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
c8d516f93f845cc4a763195bde786a6736ce66d1f651735ea7adea14618e1b2d	Звезде се могу видети на ноћном небу.		nature_environment	LLM generated, Human reviewed	0	0	pending
c8eb0b5b40d8eeab9243e12ab56bc17d19bb151ccff6a76e15ddb9a6a8d1efb8	Те јединице стријељале су заробљенике у оближњој клисури.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
c9102c88fa675442a3fc064d2810d509e2f84f33828583598e86e6b55360dac3	"""Мото овогодишње манифестације је ""Добре приче чине свијет бољим""."""			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
c9b3a9f20ce36a19977d0ce96b28ae7403c2455466ba8cff154f7eccd8ebe587	глиста има главу и реп.			мој цитат	1	0	pending
c9c3e575b812a6066755fbc8e16cd7cc25d3aae41a1f8978a65174a0a6dede7a	Бугарски званичници поздравили су ову прекретницу.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
c9c643ec47f72e667a5383893999032971a019f0fae6373ec90e98769c92d97a	Ова интернет страна постоји неколико недеља.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
c9dd388ecdab23a8017556668b421f293e6151e5629647d06a40c140bbbffefa	тачно тако			мој цитат	1	1	pending
ca205f4bddfb54ec6dfa50942513f7a59414218e30e29a8a4c050cbfe37004be	 Узроковане су велике штете на приобалним подручјима			https://sr.wikipedia.org/wiki/%D0%A3%D1%80%D0%B0%D0%B3%D0%B0%D0%BD_%D0%9A%D0%B0%D1%82%D1%80%D0%B8%D0%BD%D0%B0	1	0	pending
ca4d900c69dab023c7299fad1868be20cf618bfffd96f85fa659f9acb1c319e6	Шид			мој цитат	1	0	pending
ca542bd43a14e10c2d234aa6900384abab88df3e6dc13abbda84a2265671199a	Суспензијом службеника државне сигурности се ништа неће ријешити.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
ca5fe35f0146be73baf670b343a7cf5198df8c55139403993a2db259d41eb322	Живи, живи дух словенски живеће вјековма!			https://sr.wikisource.org/wiki/%D0%A5%D0%B5%D1%98,_%D0%A1%D0%BB%D0%BE%D0%B2%D0%B5%D0%BD%D0%B8	1	1	pending
ca79694a4e2331a21f2a7087c6c0bc92cfd95d88034eb20c6e335e79fdc7834b	Друго бјеше Угљеша војвода,			"""Serbian folk poem ""Zidanje skadra"""	1	0	pending
ca9847e9c41ab8a90391036671d56ebfc6946ec4e537b45182741718b5efdc4c	Након што се јавно сукобио са оцем, Џорџ је био ухапшен			https://sr.wikipedia.org/wiki/%D0%8F%D0%BE%D1%80%D1%9F_II	1	0	pending
cab6c3826eb50387d8c6d7d1bbe88893f6a86026161cf200b50ec9cbd57b15e3	На крају су морали да интервенишу њени телохранитељи.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
cad2cbe14755a5aa9bce50def956c5c6d6bc88ce2efb33ac5e412758fd6acd71	Добро дошли			мој цитат	1	0	pending
caeacb6cf27b3e48ade0be00b12a93a898cccd22b0c20ab32aeb6960023a2d67	Роботи из Србије ће бити јефтинији, и бољи од страних!		technology_robotics	роботика, производња, фабрике	1	0	pending
cb0432a91249c4a1a9ab901354b2430ea45ae378aa8c2b33fd4afff23e141ad2	У току је пројекат давања имена улицама.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
cb08c31ea2f5e88ad032357f99d15698527ce85867742865c58394ecd1bb2289	Стијене на обали острва меđу најстрмијима су на далматинској обали.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
cb40662dbad30d041b0d912decf7060ac6b84f3a7db9a96a6b0f64a3831f189f	Нигде нема Гагић Јанка.			"""Serbian folk poem ""Otac"""	1	0	pending
cb6c932e3cb0741f853055bafd7e866c89078d9f0f4ced7a85cb7654b1cca3e6	Кад цијене расту, а накнаде се смањују, шта можете учинити?			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
cba8a780c6d56ec760b0b7a6ca078042a2af4b98a5ee113a34906d8ab2bb8907	Какви су њени адути за подношење молбе?			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
cbba2c9c2bf61b0cc86f8d5b7e231c6af40948c16dc3453c9eefa7d44031ed1d	баб беб биб боб буб			мој цитат	1	0	pending
cbe1d79e45c422fd8a6277d2af0573cdf2fcf5fc8f304b13702eb47ecebb6ea7	Синдикат такоđер захтијева адекватну плаћу за рад у смјенама.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
cc08e3f86d2303beceaea228c541fffb82f3228fa0f2216d8c8988b879ce0fe5	Академија за циљ има заштиту ромског културног наслијеđа и интереса.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
cc3af8af1ece2e4a0d9a654f7af9a012950b02658e36bd49fe8096a9ef9e064c	Мислим да је сад добро вријеме за промовирање наших квалитета.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
ccce787045f37ac70ed929fb1fe53776afd71b6d6092ac6a8218e56aab66aab2	Робот Србислав и Србислава ће оставити странце у чуду!		technology_robotics	роботика, производња, фабрике, визија	1	1	pending
cd797b79d580a265facef8b149646fc036ef1aa5bf6fe574651782d2590d0669	Четири полицајца повријеđена су приликом избијања нереда баченим камењем.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
cd7f0f5f01aed107109794d5df8c894f696fa26234a92e8c4af6145145e4eeea	Преко река и брегова,			"""Serbian folk poem ""Otac"""	1	0	pending
cda8903e7cf8b19457c33b0ba279fb477d273dd50e78cff826daed02ac9f5eed	У међувремену ћемо радити на постизању споразума ...			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
cdb231adeeb2c87f91cad144ece791e438082b22a952be4761514efab300fa99	Зими се куће греју шпоретима на дрва.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
cdc06d35de553bc6e87ec3a57c929df598179585f9c4f247870fefdc646e3636	"""Србин меđу ""Црним звијездама"""			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
ce80a68db14380a7ad6bdda434bc088e6616a70f02c55a444e9d2a3836ea50db	Режим је осудио цијелу нацију на биједу, глад и очај.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
ce9043b7fdc565a5738d544f74622764f8c909a08e990f3e579f2b3b1c9fcc84	Тристошездесетпет плус двестачетрдесетосам је шестотринаест.			мој цитат	1	0	pending
ceefccad722d805d571ca008dd13ce54e2845c0cf7ecd3a81a53932a7859f34f	корњача			мој цитат	1	0	pending
cf128fd7e58bbe300591a6ec2fb144f6cb25e15f208625485a51e93810ebb05b	Илегална производња и њена потрошња представља још једну опасну пријетњу.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
cf40e831f1eb61eb6940e0d9c2bf43610b0b0c06453e59e6e2710d31ccfc0ee0	Плодна земља омогућава брз раст биљака.		nature_environment	LLM generated, Human reviewed	0	0	pending
cfe4d1fb0ed82f9d69e24e1f7f1654b969327c34c103606241c875626c766fef	"""И ка дворy опет односити."""			"""Serbian folk poem ""Zidanje skadra"""	1	0	pending
d0002755c7dab77d5b07e3f8d493aa1265100702808bd9706fb4768b8d8e7b98	Ми морамо измијенити динамику.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
d03bb4b7d79fd08a4dddd8e87e429624ddb26aeb98af878f002fb9d2659787ce	"""Стога, прославама се освјежава свијест; оне су разлог за понос."""			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
d03c7822f8a7871b2c0fcf36edf2f4db989ca48eda7c879401e4e201368b59e8	два више пет је седам			мој цитат	1	0	pending
d06f5a45ed179526009d92126cdce7ba94be5bd9bd86bcc68512dfebaa40b3d9	Загребачки међународни јесењи сајам.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	1	pending
d0ce9b72a1287b52217f0d4ba7e36f0df99597c092f9db5dd3391325c4e700b5	"""Витанов је побиједио са својим филмом ""Мој сретни крај""."""			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0	pending
d118add0a959ba3db21895fc2a396e9833e66742ede4efd21d0fd2bd591e8f6f	Гул не запазио да су се билатерални односи значајно унаприједили.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
d13a9601a3709a812d470369f53c859bcca237953c1b7298e31e78181d492f93	петесет			Colors and numbers	1	1	pending
d14938517675dddc599a1d7275b4638fe4758c48334297526b57a2dec497f50b	Ја ли отми, ја л' за благо купи,			"""Serbian folk poem ""Zidanje skadra"""	1	0	pending
d161fefefb9e8e246d5bf7732d4aa2622a886d463617cd9d97d28996d2bdefd9	И јуначине над нејачи.			"""Serbian folk poem ""Otac"""	1	0	pending
d163f53d37915c5cc670d3909c85b620e22b358bf5bc8be5c1992ccce211ab11	ка ка ен еф			мој цитат	1	2	rejected
d175add5583efeff6de26d0f477f4d45dbd7a16b147ace7a869e2e70b8946951	Судбина евентуално ухваћених пирата меđутим још увијек представља отворено питање.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
d179ecae281822f08cb8314cacb01ca3770dece4d3f364226c98bb29894aacb1	Народ			мој цитат	1	0	pending
d17d37a68ef12bb3c9ea3998f7379ad259db51ec6bddd92b6ec3bbe1633091e9	Каква је садашња ситуација?			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
d18ef27dd03def140ed1c39c11417ec5fe3de4d0a1b0b16f84afbc1edc6b2532	Повремено добијем неки посао.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0	pending
d1ad9d589ddd8bf8d07025dec09080d6f88dacfd4e01b4f8f392f3fbf205d28f	Док за народ срце бије њихових синова.			https://sr.wikisource.org/wiki/%D0%A5%D0%B5%D1%98,_%D0%A1%D0%BB%D0%BE%D0%B2%D0%B5%D0%BD%D0%B8	1	0	pending
d1ef5fb543e686469eac764c7f8cb9b7e3822548f23f5165515f84e06a195ab1	Лидери покушавају спријечити и етничке сукобе, након најновијег таласа тероризма.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	1	pending
d1fd6c428421aa97077e29a452a03cc98950243f3d2c83fee43ec3b9169ea00d	Парванов је позвао политичаре да постигну политички консензус.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0	pending
d1fe2d7c043da92055e7e796bc8356584bc86a04c447f20bd84cca3435489579	Tišina ponekad govori više od reči.			ja	1	1	pending
d1fe6403bf0ed72a23236099aa9508d3bd9b980339d88c08a15825837fddd67c	Коју оцену је Марко добио из физике?		general	Self citation	0	0	pending
d272dd80cbc62bab6b92d76e7c50a6b265c55e4a6c3733cf5c2d0a83b0b6e797	мум нун мем нем мен ајин			мој цитат	1	0	pending
d28709f4a45defb06fc81bdccf5d1bc1ad3c7c71090f6901c9a47a2dd2917ad1	Перспектива			мој цитат	1	0	pending
