clip	duration[ms]
common_voice_sr_26982158.mp3	3060
common_voice_sr_37523139.mp3	4104
common_voice_sr_36765510.mp3	1944
common_voice_sr_36773443.mp3	2448
common_voice_sr_40975922.mp3	2520
common_voice_sr_37810622.mp3	5904
common_voice_sr_27656431.mp3	3600
common_voice_sr_35099187.mp3	3600
common_voice_sr_35399320.mp3	1404
common_voice_sr_39936544.mp3	4068
common_voice_sr_41012939.mp3	2268
common_voice_sr_40491617.mp3	5220
common_voice_sr_27671146.mp3	3168
common_voice_sr_26874169.mp3	2916
common_voice_sr_26553067.mp3	2448
common_voice_sr_36946905.mp3	2628
common_voice_sr_30649700.mp3	3420
common_voice_sr_27314268.mp3	2808
common_voice_sr_39254619.mp3	3600
common_voice_sr_28517841.mp3	2880
common_voice_sr_46919007.mp3	2952
common_voice_sr_27656751.mp3	3348
common_voice_sr_38509104.mp3	3816
common_voice_sr_27781461.mp3	2376
common_voice_sr_40979294.mp3	3528
common_voice_sr_37810854.mp3	5724
common_voice_sr_36950178.mp3	5580
common_voice_sr_40983447.mp3	7308
common_voice_sr_39330721.mp3	2808
common_voice_sr_41029131.mp3	1800
common_voice_sr_27655743.mp3	3528
common_voice_sr_40405779.mp3	4320
common_voice_sr_35248750.mp3	2196
common_voice_sr_26959701.mp3	3456
common_voice_sr_35085562.mp3	2376
common_voice_sr_35088548.mp3	3240
common_voice_sr_36765643.mp3	2088
common_voice_sr_35098216.mp3	2268
common_voice_sr_36774010.mp3	2016
common_voice_sr_38058780.mp3	3168
common_voice_sr_41009923.mp3	4140
common_voice_sr_39936700.mp3	3888
common_voice_sr_37391352.mp3	4428
common_voice_sr_38537439.mp3	2736
common_voice_sr_38511366.mp3	4104
common_voice_sr_39885017.mp3	3132
common_voice_sr_35097087.mp3	2880
common_voice_sr_37315297.mp3	3168
common_voice_sr_41029078.mp3	3888
common_voice_sr_36950015.mp3	4176
common_voice_sr_35085181.mp3	2700
common_voice_sr_27675853.mp3	2196
common_voice_sr_28517890.mp3	2448
common_voice_sr_41006447.mp3	2556
common_voice_sr_35086245.mp3	3240
common_voice_sr_37006633.mp3	2268
common_voice_sr_35399832.mp3	1368
common_voice_sr_27781277.mp3	2340
common_voice_sr_41029129.mp3	2088
common_voice_sr_36946779.mp3	2808
common_voice_sr_40386182.mp3	5148
common_voice_sr_35265039.mp3	2952
common_voice_sr_40991064.mp3	3528
common_voice_sr_40982830.mp3	2808
common_voice_sr_37523155.mp3	3780
common_voice_sr_27781230.mp3	2880
common_voice_sr_40979006.mp3	3348
common_voice_sr_27675911.mp3	1908
common_voice_sr_40979947.mp3	2736
common_voice_sr_28441429.mp3	3708
common_voice_sr_36774144.mp3	2700
common_voice_sr_36946611.mp3	2520
common_voice_sr_35099262.mp3	2520
common_voice_sr_27675748.mp3	3852
common_voice_sr_39884967.mp3	6732
common_voice_sr_40977659.mp3	3168
common_voice_sr_36767461.mp3	2196
common_voice_sr_27662191.mp3	4032
common_voice_sr_40997730.mp3	1980
common_voice_sr_41024508.mp3	1620
common_voice_sr_36946991.mp3	2700
common_voice_sr_35265040.mp3	2844
common_voice_sr_39263257.mp3	3708
common_voice_sr_40978502.mp3	6660
common_voice_sr_36774383.mp3	2700
common_voice_sr_40997605.mp3	5040
common_voice_sr_40979264.mp3	2376
common_voice_sr_35086882.mp3	4068
common_voice_sr_40983521.mp3	2160
common_voice_sr_36767588.mp3	4644
common_voice_sr_35086478.mp3	2160
common_voice_sr_27655817.mp3	2628
common_voice_sr_37329748.mp3	2916
common_voice_sr_36971220.mp3	2736
common_voice_sr_40984028.mp3	2088
common_voice_sr_37391324.mp3	3060
common_voice_sr_40982841.mp3	2088
common_voice_sr_39885124.mp3	4428
common_voice_sr_36804250.mp3	2448
common_voice_sr_31892507.mp3	2376
common_voice_sr_40983700.mp3	2196
common_voice_sr_37810677.mp3	1980
common_voice_sr_45994602.mp3	5976
common_voice_sr_28517837.mp3	2520
common_voice_sr_40997396.mp3	3276
common_voice_sr_40977031.mp3	2808
common_voice_sr_41006354.mp3	5688
common_voice_sr_35085138.mp3	4428
common_voice_sr_36950590.mp3	2592
common_voice_sr_28441340.mp3	3168
common_voice_sr_37517801.mp3	2772
common_voice_sr_41031263.mp3	2376
common_voice_sr_40975750.mp3	4608
common_voice_sr_40984052.mp3	4608
common_voice_sr_41024509.mp3	1800
common_voice_sr_39884968.mp3	5616
common_voice_sr_28441419.mp3	2448
common_voice_sr_36804163.mp3	2520
common_voice_sr_41012825.mp3	1728
common_voice_sr_40977738.mp3	8388
common_voice_sr_41010503.mp3	3348
common_voice_sr_40997550.mp3	5076
common_voice_sr_27656430.mp3	3168
common_voice_sr_35086362.mp3	2088
common_voice_sr_41000558.mp3	2088
common_voice_sr_36774305.mp3	3168
common_voice_sr_37810713.mp3	2952
common_voice_sr_40985101.mp3	2088
common_voice_sr_28441232.mp3	2736
common_voice_sr_28153941.mp3	3096
common_voice_sr_41006466.mp3	2340
common_voice_sr_35248749.mp3	2268
common_voice_sr_40975739.mp3	2088
common_voice_sr_41010782.mp3	6336
common_voice_sr_39551732.mp3	6876
common_voice_sr_40989522.mp3	4500
common_voice_sr_27781416.mp3	2268
common_voice_sr_35086361.mp3	2196
common_voice_sr_27751813.mp3	4320
common_voice_sr_26959698.mp3	2340
common_voice_sr_41029107.mp3	1836
common_voice_sr_39885162.mp3	2844
common_voice_sr_40983603.mp3	1908
common_voice_sr_40985105.mp3	3780
common_voice_sr_37315327.mp3	4176
common_voice_sr_27636388.mp3	2160
common_voice_sr_27014832.mp3	2916
common_voice_sr_40979019.mp3	3456
common_voice_sr_38058834.mp3	4680
common_voice_sr_46064225.mp3	4176
common_voice_sr_41012769.mp3	3096
common_voice_sr_36950069.mp3	2448
common_voice_sr_27634888.mp3	3456
common_voice_sr_39330712.mp3	3780
common_voice_sr_40980973.mp3	3168
common_voice_sr_40977480.mp3	3276
common_voice_sr_40991101.mp3	4896
common_voice_sr_43194592.mp3	6480
common_voice_sr_46064231.mp3	3816
common_voice_sr_40985132.mp3	3240
common_voice_sr_40978802.mp3	4896
common_voice_sr_40978760.mp3	3420
common_voice_sr_26874043.mp3	2448
common_voice_sr_36950202.mp3	2376
common_voice_sr_36994408.mp3	2664
common_voice_sr_36950221.mp3	2556
common_voice_sr_40491747.mp3	3888
common_voice_sr_37006640.mp3	2736
common_voice_sr_41006490.mp3	1908
common_voice_sr_40977016.mp3	4248
common_voice_sr_40985875.mp3	4248
common_voice_sr_41006400.mp3	2628
common_voice_sr_40491761.mp3	5868
common_voice_sr_38847173.mp3	3060
common_voice_sr_40982892.mp3	2196
common_voice_sr_27751835.mp3	4428
common_voice_sr_39212822.mp3	6264
common_voice_sr_36765928.mp3	2232
common_voice_sr_27675949.mp3	2628
common_voice_sr_45994837.mp3	2700
common_voice_sr_28438519.mp3	2340
common_voice_sr_40471809.mp3	2556
common_voice_sr_28441287.mp3	2376
common_voice_sr_27635060.mp3	2988
common_voice_sr_40977734.mp3	2340
common_voice_sr_27808256.mp3	2736
common_voice_sr_41029086.mp3	2088
common_voice_sr_36950162.mp3	2556
common_voice_sr_36925156.mp3	2736
common_voice_sr_41010446.mp3	2340
common_voice_sr_38031086.mp3	3240
common_voice_sr_35265128.mp3	2808
common_voice_sr_40386261.mp3	3420
common_voice_sr_26874378.mp3	3060
common_voice_sr_41006531.mp3	1980
common_voice_sr_40983539.mp3	1980
common_voice_sr_40985611.mp3	1980
common_voice_sr_41009937.mp3	2520
common_voice_sr_40997423.mp3	5616
common_voice_sr_29083704.mp3	3168
common_voice_sr_27675763.mp3	2484
common_voice_sr_35090327.mp3	2700
common_voice_sr_41009874.mp3	2700
common_voice_sr_27671109.mp3	3816
common_voice_sr_36774470.mp3	2556
common_voice_sr_37391344.mp3	1836
common_voice_sr_28526378.mp3	2556
common_voice_sr_41012860.mp3	2916
common_voice_sr_40979971.mp3	5760
common_voice_sr_40983631.mp3	2088
common_voice_sr_27008204.mp3	2916
common_voice_sr_40989451.mp3	3708
common_voice_sr_36765682.mp3	2520
common_voice_sr_27635277.mp3	2808
common_voice_sr_35265041.mp3	2700
common_voice_sr_36946614.mp3	2376
common_voice_sr_37529543.mp3	5796
common_voice_sr_36765855.mp3	2196
common_voice_sr_40985151.mp3	1980
common_voice_sr_38833325.mp3	5148
common_voice_sr_26958932.mp3	6120
common_voice_sr_35085122.mp3	2916
common_voice_sr_40982872.mp3	4140
common_voice_sr_40977038.mp3	3060
common_voice_sr_40977896.mp3	2880
common_voice_sr_35399007.mp3	1476
common_voice_sr_37529546.mp3	5436
common_voice_sr_39884922.mp3	4644
common_voice_sr_35086738.mp3	3240
common_voice_sr_41024430.mp3	2268
common_voice_sr_40983518.mp3	2700
common_voice_sr_36804161.mp3	2556
common_voice_sr_27781352.mp3	2736
common_voice_sr_35090537.mp3	2340
common_voice_sr_40983338.mp3	4680
common_voice_sr_35099339.mp3	4644
common_voice_sr_40981805.mp3	2196
common_voice_sr_35265146.mp3	2304
common_voice_sr_27660569.mp3	2916
common_voice_sr_35094435.mp3	4716
common_voice_sr_40985114.mp3	2160
common_voice_sr_36773417.mp3	2556
common_voice_sr_46064050.mp3	3168
common_voice_sr_40983608.mp3	2340
common_voice_sr_40976273.mp3	2988
common_voice_sr_40987696.mp3	2916
common_voice_sr_36804270.mp3	2268
common_voice_sr_27014914.mp3	3060
common_voice_sr_35265185.mp3	2232
common_voice_sr_36773197.mp3	2952
common_voice_sr_40978154.mp3	3276
common_voice_sr_36949272.mp3	1908
common_voice_sr_27781479.mp3	2016
common_voice_sr_38523438.mp3	2268
common_voice_sr_40981594.mp3	3168
common_voice_sr_40978531.mp3	3528
common_voice_sr_40980940.mp3	3240
common_voice_sr_38847169.mp3	4176
common_voice_sr_40981189.mp3	3348
common_voice_sr_35085158.mp3	2196
common_voice_sr_41029132.mp3	2268
common_voice_sr_40997601.mp3	4968
common_voice_sr_40983578.mp3	2736
common_voice_sr_40975941.mp3	3780
common_voice_sr_35098201.mp3	2340
common_voice_sr_28663214.mp3	2700
common_voice_sr_40979989.mp3	1620
common_voice_sr_45994590.mp3	4608
common_voice_sr_40981576.mp3	2808
common_voice_sr_35125887.mp3	1800
common_voice_sr_27008212.mp3	2376
common_voice_sr_39254567.mp3	5616
common_voice_sr_27664089.mp3	4716
common_voice_sr_39316388.mp3	3348
common_voice_sr_33192086.mp3	2808
common_voice_sr_28452686.mp3	2736
common_voice_sr_46918823.mp3	1980
common_voice_sr_27794957.mp3	2988
common_voice_sr_40981596.mp3	5076
common_voice_sr_36774371.mp3	2448
common_voice_sr_40386137.mp3	3600
common_voice_sr_38521601.mp3	2016
common_voice_sr_36994453.mp3	4716
common_voice_sr_40981913.mp3	2700
common_voice_sr_37315293.mp3	4788
common_voice_sr_35094470.mp3	3528
common_voice_sr_40983638.mp3	1800
common_voice_sr_37523025.mp3	3780
common_voice_sr_35265102.mp3	2484
common_voice_sr_37810829.mp3	5328
common_voice_sr_36434796.mp3	2700
common_voice_sr_27675774.mp3	1980
common_voice_sr_41012715.mp3	2520
common_voice_sr_26969265.mp3	3888
common_voice_sr_40978779.mp3	2340
common_voice_sr_40984041.mp3	4248
common_voice_sr_40976876.mp3	4356
common_voice_sr_40981612.mp3	4356
common_voice_sr_40979240.mp3	2556
common_voice_sr_35097144.mp3	2988
common_voice_sr_35278247.mp3	1872
common_voice_sr_36767428.mp3	3780
common_voice_sr_36946612.mp3	2520
common_voice_sr_40982805.mp3	4356
common_voice_sr_40983986.mp3	7020
common_voice_sr_40985411.mp3	3528
common_voice_sr_35085099.mp3	2808
common_voice_sr_36950251.mp3	3276
common_voice_sr_35133170.mp3	3348
common_voice_sr_36934788.mp3	4932
common_voice_sr_40983560.mp3	2520
common_voice_sr_40983354.mp3	4176
common_voice_sr_27662245.mp3	3636
common_voice_sr_40385928.mp3	6876
common_voice_sr_35088675.mp3	2916
common_voice_sr_41031256.mp3	2160
common_voice_sr_40978743.mp3	2736
common_voice_sr_38845516.mp3	3276
common_voice_sr_40977827.mp3	3348
common_voice_sr_40985079.mp3	2088
common_voice_sr_40985681.mp3	4140
common_voice_sr_40976870.mp3	4140
common_voice_sr_39936595.mp3	3456
common_voice_sr_40984180.mp3	2268
common_voice_sr_38508448.mp3	4392
common_voice_sr_40976899.mp3	3420
common_voice_sr_27675650.mp3	2232
common_voice_sr_36950168.mp3	2880
common_voice_sr_40981398.mp3	3096
common_voice_sr_39257183.mp3	5076
common_voice_sr_40977758.mp3	5148
common_voice_sr_41012717.mp3	2340
common_voice_sr_40982879.mp3	2988
common_voice_sr_40975792.mp3	3348
common_voice_sr_38537487.mp3	3888
common_voice_sr_27675584.mp3	2232
common_voice_sr_39278136.mp3	5868
common_voice_sr_40983660.mp3	2160
common_voice_sr_36946846.mp3	2520
common_voice_sr_41029088.mp3	5508
common_voice_sr_36767369.mp3	2124
common_voice_sr_38515525.mp3	4212
common_voice_sr_40985102.mp3	2628
common_voice_sr_41006404.mp3	3636
common_voice_sr_40982620.mp3	3276
common_voice_sr_40975950.mp3	2520
common_voice_sr_36774294.mp3	2556
common_voice_sr_39885002.mp3	2808
common_voice_sr_40985185.mp3	2088
common_voice_sr_37810850.mp3	2052
common_voice_sr_40987728.mp3	3276
common_voice_sr_40981912.mp3	5148
common_voice_sr_39330584.mp3	3780
common_voice_sr_36946862.mp3	2088
common_voice_sr_40981819.mp3	3528
common_voice_sr_40981015.mp3	1980
common_voice_sr_37206883.mp3	2556
common_voice_sr_40976985.mp3	2988
common_voice_sr_35265081.mp3	4860
common_voice_sr_27675624.mp3	3564
common_voice_sr_48251069.mp3	3960
common_voice_sr_41012783.mp3	3168
common_voice_sr_40981763.mp3	2520
common_voice_sr_40985150.mp3	2160
common_voice_sr_40991170.mp3	2268
common_voice_sr_40977684.mp3	5220
common_voice_sr_40979999.mp3	2160
common_voice_sr_27314281.mp3	2988
common_voice_sr_40981624.mp3	2556
common_voice_sr_40987710.mp3	4248
common_voice_sr_36773539.mp3	2916
common_voice_sr_38183775.mp3	2592
common_voice_sr_36773993.mp3	3060
common_voice_sr_27781391.mp3	3600
common_voice_sr_40980307.mp3	4500
common_voice_sr_41000538.mp3	2736
common_voice_sr_36994233.mp3	2808
common_voice_sr_37259387.mp3	2556
common_voice_sr_37810837.mp3	3096
common_voice_sr_40979304.mp3	2556
common_voice_sr_40981994.mp3	1800
common_voice_sr_40975564.mp3	4896
common_voice_sr_27671135.mp3	2700
common_voice_sr_27781338.mp3	2736
common_voice_sr_36765723.mp3	2052
common_voice_sr_40471812.mp3	2880
common_voice_sr_41000559.mp3	3780
common_voice_sr_40985911.mp3	6768
common_voice_sr_40978436.mp3	3168
common_voice_sr_36946632.mp3	5868
common_voice_sr_36951798.mp3	2088
common_voice_sr_37810937.mp3	3132
common_voice_sr_40994066.mp3	2736
common_voice_sr_39316398.mp3	3996
common_voice_sr_40978792.mp3	6048
common_voice_sr_41029079.mp3	2088
common_voice_sr_40975983.mp3	2340
common_voice_sr_39330608.mp3	3276
common_voice_sr_40471916.mp3	5796
common_voice_sr_35086300.mp3	3060
common_voice_sr_40975859.mp3	4356
common_voice_sr_35361176.mp3	4428
common_voice_sr_36949305.mp3	1836
common_voice_sr_40989425.mp3	5940
common_voice_sr_28441290.mp3	2088
common_voice_sr_27655347.mp3	3348
common_voice_sr_46918878.mp3	3060
common_voice_sr_36950594.mp3	2196
common_voice_sr_40386193.mp3	4320
common_voice_sr_36994263.mp3	2304
common_voice_sr_36950212.mp3	5076
common_voice_sr_36774407.mp3	2556
common_voice_sr_40982662.mp3	2448
common_voice_sr_40984239.mp3	2016
common_voice_sr_36765567.mp3	2628
common_voice_sr_40991303.mp3	2916
common_voice_sr_36765879.mp3	2412
common_voice_sr_35091354.mp3	2160
common_voice_sr_35090479.mp3	2988
common_voice_sr_40985470.mp3	2268
common_voice_sr_35089040.mp3	2736
common_voice_sr_38844945.mp3	3996
common_voice_sr_40989532.mp3	2088
common_voice_sr_41325038.mp3	4140
common_voice_sr_40991141.mp3	3348
common_voice_sr_40405802.mp3	6516
common_voice_sr_40987714.mp3	3888
common_voice_sr_37315346.mp3	2520
common_voice_sr_40976281.mp3	4788
common_voice_sr_35399973.mp3	1440
common_voice_sr_40985850.mp3	6876
common_voice_sr_41010603.mp3	3276
common_voice_sr_38833124.mp3	4140
common_voice_sr_27781477.mp3	2196
common_voice_sr_38844861.mp3	3528
common_voice_sr_40979978.mp3	4968
common_voice_sr_40981409.mp3	1800
common_voice_sr_40975548.mp3	5400
common_voice_sr_36950709.mp3	4068
common_voice_sr_36951793.mp3	2232
common_voice_sr_40471929.mp3	4680
common_voice_sr_41031298.mp3	2916
common_voice_sr_40975569.mp3	5040
common_voice_sr_27654148.mp3	2700
common_voice_sr_28438442.mp3	4500
common_voice_sr_40491740.mp3	2916
common_voice_sr_35400233.mp3	1728
common_voice_sr_39212840.mp3	7308
common_voice_sr_36946755.mp3	2700
common_voice_sr_28153960.mp3	2700
common_voice_sr_40984030.mp3	2628
common_voice_sr_41009932.mp3	2196
common_voice_sr_40976958.mp3	2736
common_voice_sr_40985409.mp3	4536
common_voice_sr_39271908.mp3	3960
common_voice_sr_27675670.mp3	2232
common_voice_sr_40979335.mp3	3096
common_voice_sr_27655265.mp3	3024
common_voice_sr_36804160.mp3	3096
common_voice_sr_40974227.mp3	4896
common_voice_sr_37810821.mp3	2340
common_voice_sr_36774234.mp3	2916
common_voice_sr_45994995.mp3	5148
common_voice_sr_40983399.mp3	1908
common_voice_sr_35086549.mp3	4140
common_voice_sr_36950665.mp3	1908
common_voice_sr_37810849.mp3	3708
common_voice_sr_40386098.mp3	5400
common_voice_sr_35085077.mp3	4356
common_voice_sr_39212879.mp3	5472
common_voice_sr_35097136.mp3	2916
common_voice_sr_40983583.mp3	2916
common_voice_sr_35086524.mp3	2628
common_voice_sr_40997608.mp3	3276
common_voice_sr_40997538.mp3	3708
common_voice_sr_35097138.mp3	2700
common_voice_sr_40975803.mp3	5040
common_voice_sr_36774027.mp3	2160
common_voice_sr_40989511.mp3	5328
common_voice_sr_27677170.mp3	2016
common_voice_sr_28441251.mp3	4428
common_voice_sr_26874205.mp3	5796
common_voice_sr_38531833.mp3	4140
common_voice_sr_35085554.mp3	4248
common_voice_sr_40979921.mp3	3060
common_voice_sr_40491763.mp3	5616
common_voice_sr_35085634.mp3	3276
common_voice_sr_40994062.mp3	2340
common_voice_sr_35086572.mp3	3060
common_voice_sr_40985835.mp3	3780
common_voice_sr_40983575.mp3	2556
common_voice_sr_40982861.mp3	2376
common_voice_sr_40985832.mp3	5796
common_voice_sr_36765397.mp3	2628
common_voice_sr_40491751.mp3	5256
common_voice_sr_35399433.mp3	1332
common_voice_sr_35360999.mp3	1476
common_voice_sr_36950184.mp3	4356
common_voice_sr_41010764.mp3	2376
common_voice_sr_35090770.mp3	4356
common_voice_sr_28623175.mp3	3060
common_voice_sr_27781329.mp3	2268
common_voice_sr_36773239.mp3	5292
common_voice_sr_38521609.mp3	2196
common_voice_sr_36774515.mp3	2448
common_voice_sr_36774004.mp3	3708
common_voice_sr_36774746.mp3	2520
common_voice_sr_36994455.mp3	2628
common_voice_sr_40997391.mp3	2700
common_voice_sr_41006418.mp3	3096
common_voice_sr_26874406.mp3	2736
common_voice_sr_28521414.mp3	1548
common_voice_sr_38525999.mp3	2664
common_voice_sr_41012755.mp3	2808
common_voice_sr_40975975.mp3	5580
common_voice_sr_27314228.mp3	2808
common_voice_sr_39330744.mp3	6696
common_voice_sr_41000560.mp3	2736
common_voice_sr_27655728.mp3	2916
common_voice_sr_36774023.mp3	2088
common_voice_sr_40976849.mp3	4968
common_voice_sr_27011725.mp3	2808
common_voice_sr_41012869.mp3	1836
common_voice_sr_40976866.mp3	3960
common_voice_sr_39257280.mp3	2880
common_voice_sr_40984233.mp3	3960
common_voice_sr_40978666.mp3	4356
common_voice_sr_27656783.mp3	2988
common_voice_sr_36774533.mp3	2700
common_voice_sr_38508418.mp3	3096
common_voice_sr_40979274.mp3	2448
common_voice_sr_40982639.mp3	5796
common_voice_sr_40978768.mp3	3888
common_voice_sr_40983695.mp3	2448
common_voice_sr_35133150.mp3	3168
common_voice_sr_40975719.mp3	5220
common_voice_sr_41037810.mp3	5940
common_voice_sr_39884980.mp3	2664
common_voice_sr_40984208.mp3	1908
common_voice_sr_27014692.mp3	2628
common_voice_sr_46917713.mp3	2340
common_voice_sr_39885047.mp3	3600
common_voice_sr_41024498.mp3	3708
common_voice_sr_36950563.mp3	2700
common_voice_sr_28321636.mp3	3060
common_voice_sr_27675925.mp3	2232
common_voice_sr_36774246.mp3	3060
common_voice_sr_26873668.mp3	3960
common_voice_sr_36765476.mp3	3240
common_voice_sr_36774461.mp3	2520
common_voice_sr_40982837.mp3	5040
common_voice_sr_41012844.mp3	5616
common_voice_sr_40976960.mp3	3060
common_voice_sr_26945753.mp3	2592
common_voice_sr_38847196.mp3	2880
common_voice_sr_38515512.mp3	3996
common_voice_sr_40981808.mp3	2520
common_voice_sr_40989439.mp3	4140
common_voice_sr_40983980.mp3	3636
common_voice_sr_40471693.mp3	4464
common_voice_sr_40976305.mp3	2736
common_voice_sr_37810735.mp3	4068
common_voice_sr_37172281.mp3	4680
common_voice_sr_40977807.mp3	2448
common_voice_sr_36766070.mp3	2304
common_voice_sr_40980269.mp3	2808
common_voice_sr_39254897.mp3	3780
common_voice_sr_40977633.mp3	6408
common_voice_sr_40976263.mp3	6768
common_voice_sr_40985440.mp3	4068
common_voice_sr_38515543.mp3	2592
common_voice_sr_40977029.mp3	4320
common_voice_sr_40980938.mp3	2196
common_voice_sr_27014927.mp3	3096
common_voice_sr_36774030.mp3	2196
common_voice_sr_40977717.mp3	5940
common_voice_sr_40405839.mp3	5148
common_voice_sr_35099207.mp3	3024
common_voice_sr_37006636.mp3	2556
common_voice_sr_41012847.mp3	2556
common_voice_sr_31892182.mp3	2592
common_voice_sr_36949122.mp3	3348
common_voice_sr_35265053.mp3	3060
common_voice_sr_36949265.mp3	2268
common_voice_sr_40982606.mp3	2700
common_voice_sr_27886333.mp3	2556
common_voice_sr_28441176.mp3	2988
common_voice_sr_36765388.mp3	2808
common_voice_sr_40982010.mp3	1980
common_voice_sr_39316380.mp3	4500
common_voice_sr_40976019.mp3	5076
common_voice_sr_40471770.mp3	2520
common_voice_sr_35096215.mp3	3888
common_voice_sr_40975948.mp3	5328
common_voice_sr_36774557.mp3	5580
common_voice_sr_38833122.mp3	3096
common_voice_sr_26959636.mp3	2340
common_voice_sr_37517776.mp3	2844
common_voice_sr_36765354.mp3	2592
common_voice_sr_27655711.mp3	3240
common_voice_sr_39885058.mp3	5796
common_voice_sr_38531899.mp3	1872
common_voice_sr_40979917.mp3	3420
common_voice_sr_40977755.mp3	3780
common_voice_sr_41010549.mp3	4680
common_voice_sr_35090529.mp3	2880
common_voice_sr_41012702.mp3	2736
common_voice_sr_46917354.mp3	5508
common_voice_sr_39330734.mp3	6768
common_voice_sr_36949436.mp3	2700
common_voice_sr_35278219.mp3	2592
common_voice_sr_46920169.mp3	2844
common_voice_sr_27781463.mp3	4320
common_voice_sr_32761961.mp3	2160
common_voice_sr_40980254.mp3	2016
common_voice_sr_40979284.mp3	2988
common_voice_sr_26981152.mp3	2736
common_voice_sr_36947100.mp3	3096
common_voice_sr_41021463.mp3	3276
common_voice_sr_40975542.mp3	3780
common_voice_sr_40977724.mp3	6300
common_voice_sr_36949231.mp3	4320
common_voice_sr_40977786.mp3	2880
common_voice_sr_28526427.mp3	2448
common_voice_sr_39936533.mp3	7596
common_voice_sr_40386231.mp3	3420
common_voice_sr_27314269.mp3	2628
common_voice_sr_40982891.mp3	2268
common_voice_sr_33242705.mp3	3384
common_voice_sr_41031296.mp3	4716
common_voice_sr_38531879.mp3	4860
common_voice_sr_27675830.mp3	2232
common_voice_sr_40979953.mp3	2340
common_voice_sr_43532682.mp3	4788
common_voice_sr_41029120.mp3	2088
common_voice_sr_40983590.mp3	1836
common_voice_sr_40980034.mp3	3456
common_voice_sr_27636218.mp3	2808
common_voice_sr_40977486.mp3	3096
common_voice_sr_35090122.mp3	2988
common_voice_sr_37517824.mp3	3024
common_voice_sr_41029106.mp3	3348
common_voice_sr_40974189.mp3	6120
common_voice_sr_37810739.mp3	2556
common_voice_sr_36674337.mp3	2772
common_voice_sr_41006392.mp3	4320
common_voice_sr_36767542.mp3	2016
common_voice_sr_36946635.mp3	2376
common_voice_sr_40985671.mp3	5040
common_voice_sr_40977707.mp3	5976
common_voice_sr_27675876.mp3	2448
common_voice_sr_40985904.mp3	2340
common_voice_sr_36946958.mp3	2088
common_voice_sr_26946031.mp3	2088
common_voice_sr_26874368.mp3	2628
common_voice_sr_35278267.mp3	2304
common_voice_sr_40977808.mp3	2700
common_voice_sr_40549995.mp3	4860
common_voice_sr_40991257.mp3	2268
common_voice_sr_45995193.mp3	2916
common_voice_sr_35398979.mp3	1224
common_voice_sr_40977752.mp3	2016
common_voice_sr_36950610.mp3	2484
common_voice_sr_36774090.mp3	2196
common_voice_sr_27781263.mp3	2376
common_voice_sr_40386097.mp3	4428
common_voice_sr_40979322.mp3	6048
common_voice_sr_46917586.mp3	5076
common_voice_sr_35090073.mp3	4968
common_voice_sr_40987713.mp3	2808
common_voice_sr_41029092.mp3	2520
common_voice_sr_35085093.mp3	2880
common_voice_sr_40977737.mp3	5688
common_voice_sr_36950108.mp3	3456
common_voice_sr_41012763.mp3	2448
common_voice_sr_37517826.mp3	4248
common_voice_sr_46920125.mp3	2448
common_voice_sr_36994250.mp3	3168
common_voice_sr_35098210.mp3	2268
common_voice_sr_40976912.mp3	4068
common_voice_sr_40978619.mp3	3816
common_voice_sr_36950194.mp3	2700
common_voice_sr_36765842.mp3	2232
common_voice_sr_41006403.mp3	2088
common_voice_sr_38531821.mp3	3672
common_voice_sr_27781285.mp3	2988
common_voice_sr_27014630.mp3	2376
common_voice_sr_28521310.mp3	1980
common_voice_sr_39936546.mp3	4356
common_voice_sr_35097193.mp3	6048
common_voice_sr_26959502.mp3	2268
common_voice_sr_35125886.mp3	2268
common_voice_sr_28441175.mp3	2448
common_voice_sr_40976280.mp3	2520
common_voice_sr_38515491.mp3	1836
common_voice_sr_40977514.mp3	2880
common_voice_sr_40979342.mp3	2088
common_voice_sr_28441228.mp3	2340
common_voice_sr_39884953.mp3	3528
common_voice_sr_36774450.mp3	4680
common_voice_sr_40977614.mp3	3096
common_voice_sr_28321687.mp3	3060
common_voice_sr_27636511.mp3	2160
common_voice_sr_36804256.mp3	2556
common_voice_sr_37529542.mp3	7056
common_voice_sr_36774009.mp3	2196
common_voice_sr_32761955.mp3	1836
common_voice_sr_35265142.mp3	3420
common_voice_sr_40983555.mp3	3600
common_voice_sr_40978474.mp3	2736
common_voice_sr_27671156.mp3	3168
common_voice_sr_27781393.mp3	2160
common_voice_sr_40981292.mp3	3528
common_voice_sr_39330506.mp3	3420
common_voice_sr_45994797.mp3	2232
common_voice_sr_28663229.mp3	5076
common_voice_sr_40491744.mp3	4788
common_voice_sr_40405825.mp3	6300
common_voice_sr_40983328.mp3	5508
common_voice_sr_39330750.mp3	5148
common_voice_sr_40991156.mp3	2196
common_voice_sr_36950605.mp3	3024
common_voice_sr_40979908.mp3	4356
common_voice_sr_26959850.mp3	2520
common_voice_sr_41012745.mp3	3816
common_voice_sr_36947038.mp3	2448
common_voice_sr_27636077.mp3	2880
common_voice_sr_36765590.mp3	2268
common_voice_sr_41006377.mp3	2556
common_voice_sr_33192087.mp3	2628
common_voice_sr_36773397.mp3	3168
common_voice_sr_40985880.mp3	3528
common_voice_sr_27636075.mp3	2556
common_voice_sr_36947078.mp3	2520
common_voice_sr_47000530.mp3	2232
common_voice_sr_37172279.mp3	2016
